feature_id,version,release_date,feature_name,category,group_id,subgroup_id,engineer_id,models,hardware,description,dev_start_date,feature_complete_date,release_complete_date,lifecycle_status,hw_requirement
F0414,2024.14.3,"April 29, 2024",Security Improvements,New Feature,3,302,E04,,"HW3,HW4",,2024-03-04,2024-04-22,2024-04-29,released,"HW3,HW4"
F0415,2024.14.3,"April 29, 2024",Entertainment Apps UI,Undocumented Change,3,302,E09,,"HW3,HW4",,2024-03-12,2024-04-17,2024-04-29,released,"HW3,HW4"
F0416,2024.14.3,"April 29, 2024",Tesla Theater UI,Undocumented Change,5,502,E10,,"HW3,HW4",,2024-03-17,2024-04-17,2024-04-29,released,"HW3,HW4"
F0417,2024.14.3,"April 29, 2024",Status Bar Icons,Undocumented Change,3,303,E09,,"HW3,HW4",,2024-03-13,2024-04-21,2024-04-29,released,"HW3,HW4"
F0418,2024.14.3,"April 29, 2024",New Auto Shift User Interface,Undocumented Change,3,302,E09,,"HW3,HW4",,2024-03-16,2024-04-22,2024-04-29,released,"HW3,HW4"
F0419,2024.14.3,"April 29, 2024",New Media Player,Undocumented Change,5,501,E10,,"HW3,HW4",,2024-03-07,2024-04-20,2024-04-29,released,"HW3,HW4"
F0420,2024.14.3,"April 29, 2024",Charging Display,Undocumented Change,3,302,E04,,"HW3,HW4",,2024-03-09,2024-04-22,2024-04-29,released,"HW3,HW4"
F0421,2024.14.3,"April 29, 2024",Pause Trunk Opening,Undocumented Change,3,302,E09,,"HW3,HW4",,2024-03-14,2024-04-19,2024-04-29,released,"HW3,HW4"
F0422,2024.14.3,"April 29, 2024",Larger Speedometer,Undocumented Change,3,303,E09,,"HW3,HW4",,2024-03-17,2024-04-18,2024-04-29,released,"HW3,HW4"
F0423,2024.14.3,"April 29, 2024",Power Meter,Undocumented Change,3,302,E09,,"HW3,HW4",,2024-03-17,2024-04-22,2024-04-29,released,"HW3,HW4"
F0424,2024.14.5,"May 6, 2024",FSD (Supervised) v12.3.6,New Feature,1,104,E02,,"HW3,HW4",,2024-03-15,2024-04-22,2024-05-06,released,"HW3,HW4"
F0425,2024.14.5,"May 6, 2024",Full Self-Driving (Supervised),New Feature,1,104,E01,,"HW3,HW4",,2024-03-12,2024-04-22,2024-05-06,released,"HW3,HW4"
F0426,2024.14.5,"May 6, 2024",Tesla Vision Park Assist,New Feature,1,103,E02,,"HW3,HW4",,2024-03-15,2024-04-26,2024-05-06,released,"HW3,HW4"
F0427,2024.14.5,"May 6, 2024",Visual Updates,New Feature,3,302,E09,,"HW3,HW4",,2024-03-19,2024-04-29,2024-05-06,released,"HW3,HW4"
F0428,2024.14.5,"May 6, 2024",Audible,New Feature,5,501,E10,,"HW3,HW4",,2024-03-22,2024-04-23,2024-05-06,released,"HW3,HW4"
F0429,2024.14.5,"May 6, 2024",Hands-Free Trunk,New Feature,3,302,E09,,"HW3,HW4",,2024-03-17,2024-04-24,2024-05-06,released,"HW3,HW4"
F0430,2024.14.5,"May 6, 2024",Preview of Sentry Mode Recordings,New Feature,2,201,E03,,"HW3,HW4",,2024-03-19,2024-04-22,2024-05-06,released,"HW3,HW4"
F0431,2024.14.5,"May 6, 2024",Trip Progress Bar,New Feature,4,403,E05,,"HW3,HW4",,2024-03-20,2024-04-25,2024-05-06,released,"HW3,HW4"
F0432,2024.14.5,"May 6, 2024",Spotify Queue and Playback Speed,New Feature,5,501,E10,,"HW3,HW4",,2024-03-13,2024-04-28,2024-05-06,released,"HW3,HW4"
F0433,2024.14.5,"May 6, 2024",Better Route Available,New Feature,4,403,E05,,"HW3,HW4",,2024-03-14,2024-04-28,2024-05-06,released,"HW3,HW4"
F0434,2024.14.5,"May 6, 2024",Wiper Controls,New Feature,3,302,E09,,"HW3,HW4",,2024-03-23,2024-04-29,2024-05-06,released,"HW3,HW4"
F0435,2024.14.5,"May 6, 2024",Other Updates,New Feature,3,302,E09,,"HW3,HW4",,2024-03-12,2024-04-27,2024-05-06,released,"HW3,HW4"
F0436,2024.14.5,"May 6, 2024",Auto Shift (Beta),New Feature,3,302,E09,,"HW3,HW4",,2024-03-15,2024-04-27,2024-05-06,released,"HW3,HW4"
F0437,2024.14.5,"May 6, 2024",Speed Camera Chime,New Feature,1,101,E01,,"HW3,HW4",,2024-03-14,2024-04-22,2024-05-06,released,"HW3,HW4"
F0438,2024.14.5,"May 6, 2024",Average Speed Zones,New Feature,1,101,E02,,"HW3,HW4",,2024-03-22,2024-04-29,2024-05-06,released,"HW3,HW4"
F0439,2024.14.5,"May 6, 2024",Adaptive High Beams,New Feature,7,701,E08,,"HW3,HW4",,2024-03-20,2024-04-25,2024-05-06,released,"HW3,HW4"
F0440,2024.14.5,"May 6, 2024",Locking Differentials,New Feature,7,702,E08,,"HW3,HW4",,2024-03-12,2024-04-22,2024-05-06,released,"HW3,HW4"
F0441,2024.14.5,"May 6, 2024",Trail Assist,New Feature,1,102,E01,,"HW3,HW4",,2024-03-13,2024-04-26,2024-05-06,released,"HW3,HW4"
F0442,2024.14.5,"May 6, 2024",Slippery Surface,New Feature,3,302,E09,,"HW3,HW4",,2024-03-12,2024-04-29,2024-05-06,released,"HW3,HW4"
F0443,2024.14.5,"May 6, 2024",Ride and Handling with a Load,New Feature,1,102,E02,,"HW3,HW4",,2024-03-24,2024-04-24,2024-05-06,released,"HW3,HW4"
F0444,2024.14.5,"May 6, 2024",CyberTent Mode,New Feature,3,302,E09,,"HW3,HW4",,2024-03-14,2024-04-22,2024-05-06,released,"HW3,HW4"
F0445,2024.14.5,"May 6, 2024",Off-Road Mode,New Feature,7,702,E08,,"HW3,HW4",,2024-03-23,2024-04-22,2024-05-06,released,"HW3,HW4"
F0446,2024.14.5,"May 6, 2024",Terrain Options in Baja Mode,New Feature,7,702,E08,,"HW3,HW4",,2024-03-11,2024-04-25,2024-05-06,released,"HW3,HW4"
F0447,2024.14.5,"May 6, 2024",Beach Buggy Racing 2,New Feature,5,502,E10,,"HW3,HW4",,2024-03-24,2024-04-23,2024-05-06,released,"HW3,HW4"
F0448,2024.14.5,"May 6, 2024",Cabin Overheat Protection,New Feature,2,202,E07,,"HW3,HW4",,2024-03-17,2024-04-25,2024-05-06,released,"HW3,HW4"
F0449,2024.14.5,"May 6, 2024",Customize Scroll Wheel Functions,New Feature,3,302,E09,,"HW3,HW4",,2024-03-24,2024-04-24,2024-05-06,released,"HW3,HW4"
F0450,2024.14.5,"May 6, 2024",Cybertruck Colorizer,New Feature,5,502,E10,,"HW3,HW4",,2024-03-18,2024-04-23,2024-05-06,released,"HW3,HW4"
F0451,2024.14.5,"May 6, 2024",Improved Turning Circle,New Feature,7,702,E08,,"HW3,HW4",,2024-03-20,2024-04-22,2024-05-06,released,"HW3,HW4"
F0452,2024.14.5,"May 6, 2024",Front Passenger Air Vent,New Feature,3,302,E09,,"HW3,HW4",,2024-03-16,2024-04-23,2024-05-06,released,"HW3,HW4"
F0453,2024.14.5,"May 6, 2024",New Lock Sounds,New Feature,3,302,E09,,"HW3,HW4",,2024-03-24,2024-04-23,2024-05-06,released,"HW3,HW4"
F0454,2024.14.5,"May 6, 2024",Zoom,New Feature,3,302,E09,,"HW3,HW4",,2024-03-25,2024-04-27,2024-05-06,released,"HW3,HW4"
F0455,2024.14.5,"May 6, 2024",Security Improvements,New Feature,3,302,E09,,"HW3,HW4",,2024-03-25,2024-04-27,2024-05-06,released,"HW3,HW4"
F0456,2024.14.5,"May 6, 2024",Entertainment Apps UI,Undocumented Change,3,302,E09,,"HW3,HW4",,2024-03-13,2024-04-24,2024-05-06,released,"HW3,HW4"
F0457,2024.14.5,"May 6, 2024",Tesla Theater UI,Undocumented Change,5,502,E10,,"HW3,HW4",,2024-03-16,2024-04-29,2024-05-06,released,"HW3,HW4"
F0458,2024.14.5,"May 6, 2024",Status Bar Icons,Undocumented Change,3,303,E09,,"HW3,HW4",,2024-03-15,2024-04-22,2024-05-06,released,"HW3,HW4"
F0459,2024.14.5,"May 6, 2024",New Auto Shift User Interface,Undocumented Change,3,302,E09,,"HW3,HW4",,2024-03-18,2024-04-28,2024-05-06,released,"HW3,HW4"
F0460,2024.14.5,"May 6, 2024",New Media Player,Undocumented Change,5,501,E10,,"HW3,HW4",,2024-03-17,2024-04-24,2024-05-06,released,"HW3,HW4"
F0461,2024.14.5,"May 6, 2024",Charging Display,Undocumented Change,3,302,E04,,"HW3,HW4",,2024-03-15,2024-04-25,2024-05-06,released,"HW3,HW4"
F0462,2024.14.5,"May 6, 2024",Pause Trunk Opening,Undocumented Change,3,302,E09,,"HW3,HW4",,2024-03-25,2024-04-27,2024-05-06,released,"HW3,HW4"
F0463,2024.14.5,"May 6, 2024",Larger Speedometer,Undocumented Change,3,303,E09,,"HW3,HW4",,2024-03-11,2024-04-28,2024-05-06,released,"HW3,HW4"
F0464,2024.14.5,"May 6, 2024",Power Meter,Undocumented Change,3,302,E09,,"HW3,HW4",,2024-03-14,2024-04-22,2024-05-06,released,"HW3,HW4"
F0465,2024.14.6,"May 10, 2024",FSD (Supervised) v12.3.6,New Feature,1,104,E01,,"HW3,HW4",,2024-03-18,2024-04-26,2024-05-10,released,"HW3,HW4"
F0466,2024.14.6,"May 10, 2024",Full Self-Driving (Supervised),New Feature,1,104,E02,,"HW3,HW4",,2024-03-27,2024-05-02,2024-05-10,released,"HW3,HW4"
F0467,2024.14.6,"May 10, 2024",Tesla Vision Park Assist,New Feature,1,103,E01,,"HW3,HW4",,2024-03-15,2024-04-26,2024-05-10,released,"HW3,HW4"
F0468,2024.14.6,"May 10, 2024",Visual Updates,New Feature,3,302,E09,,"HW3,HW4",,2024-03-19,2024-04-28,2024-05-10,released,"HW3,HW4"
F0469,2024.14.6,"May 10, 2024",Audible,New Feature,5,501,E10,,"HW3,HW4",,2024-03-15,2024-04-29,2024-05-10,released,"HW3,HW4"
F0470,2024.14.6,"May 10, 2024",Hands-Free Trunk,New Feature,3,302,E09,,"HW3,HW4",,2024-03-17,2024-04-28,2024-05-10,released,"HW3,HW4"
F0471,2024.14.6,"May 10, 2024",Preview of Sentry Mode Recordings,New Feature,2,201,E03,,"HW3,HW4",,2024-03-28,2024-04-30,2024-05-10,released,"HW3,HW4"
F0472,2024.14.6,"May 10, 2024",Trip Progress Bar,New Feature,4,403,E05,,"HW3,HW4",,2024-03-17,2024-04-26,2024-05-10,released,"HW3,HW4"
F0473,2024.14.6,"May 10, 2024",Spotify Queue and Playback Speed,New Feature,5,501,E10,,"HW3,HW4",,2024-03-21,2024-04-28,2024-05-10,released,"HW3,HW4"
F0474,2024.14.6,"May 10, 2024",Better Route Available,New Feature,4,403,E05,,"HW3,HW4",,2024-03-20,2024-05-02,2024-05-10,released,"HW3,HW4"
F0475,2024.14.6,"May 10, 2024",Wiper Controls,New Feature,3,302,E09,,"HW3,HW4",,2024-03-23,2024-04-26,2024-05-10,released,"HW3,HW4"
F0476,2024.14.6,"May 10, 2024",Other Updates,New Feature,3,302,E09,,"HW3,HW4",,2024-03-17,2024-04-27,2024-05-10,released,"HW3,HW4"
F0477,2024.14.6,"May 10, 2024",Auto Shift (Beta),New Feature,3,302,E09,,"HW3,HW4",,2024-03-27,2024-04-28,2024-05-10,released,"HW3,HW4"
F0478,2024.14.6,"May 10, 2024",Speed Camera Chime,New Feature,1,101,E02,,"HW3,HW4",,2024-03-22,2024-04-28,2024-05-10,released,"HW3,HW4"
F0479,2024.14.6,"May 10, 2024",Average Speed Zones,New Feature,1,101,E01,,"HW3,HW4",,2024-03-17,2024-05-01,2024-05-10,released,"HW3,HW4"
F0480,2024.14.6,"May 10, 2024",Adaptive High Beams,New Feature,7,701,E08,,"HW3,HW4",,2024-03-16,2024-05-02,2024-05-10,released,"HW3,HW4"
F0481,2024.14.6,"May 10, 2024",Locking Differentials,New Feature,7,702,E08,,"HW3,HW4",,2024-03-25,2024-05-01,2024-05-10,released,"HW3,HW4"
F0482,2024.14.6,"May 10, 2024",Trail Assist,New Feature,1,102,E02,,"HW3,HW4",,2024-03-15,2024-04-30,2024-05-10,released,"HW3,HW4"
F0483,2024.14.6,"May 10, 2024",Slippery Surface,New Feature,3,302,E09,,"HW3,HW4",,2024-03-16,2024-05-02,2024-05-10,released,"HW3,HW4"
F0484,2024.14.6,"May 10, 2024",Ride and Handling with a Load,New Feature,1,102,E01,,"HW3,HW4",,2024-03-19,2024-04-29,2024-05-10,released,"HW3,HW4"
F0485,2024.14.6,"May 10, 2024",CyberTent Mode,New Feature,3,302,E09,,"HW3,HW4",,2024-03-20,2024-05-02,2024-05-10,released,"HW3,HW4"
F0486,2024.14.6,"May 10, 2024",Off-Road Mode,New Feature,7,702,E08,,"HW3,HW4",,2024-03-20,2024-05-01,2024-05-10,released,"HW3,HW4"
F0487,2024.14.6,"May 10, 2024",Terrain Options in Baja Mode,New Feature,7,702,E08,,"HW3,HW4",,2024-03-16,2024-05-03,2024-05-10,released,"HW3,HW4"
F0488,2024.14.6,"May 10, 2024",Beach Buggy Racing 2,New Feature,5,502,E10,,"HW3,HW4",,2024-03-29,2024-04-29,2024-05-10,released,"HW3,HW4"
F0489,2024.14.6,"May 10, 2024",Cabin Overheat Protection,New Feature,2,202,E07,,"HW3,HW4",,2024-03-20,2024-05-03,2024-05-10,released,"HW3,HW4"
F0490,2024.14.6,"May 10, 2024",Customize Scroll Wheel Functions,New Feature,3,302,E09,,"HW3,HW4",,2024-03-19,2024-04-29,2024-05-10,released,"HW3,HW4"
F0491,2024.14.6,"May 10, 2024",Cybertruck Colorizer,New Feature,5,502,E10,,"HW3,HW4",,2024-03-17,2024-04-27,2024-05-10,released,"HW3,HW4"
F0492,2024.14.6,"May 10, 2024",Improved Turning Circle,New Feature,7,702,E08,,"HW3,HW4",,2024-03-28,2024-05-03,2024-05-10,released,"HW3,HW4"
F0493,2024.14.6,"May 10, 2024",Front Passenger Air Vent,New Feature,3,302,E09,,"HW3,HW4",,2024-03-23,2024-04-26,2024-05-10,released,"HW3,HW4"
F0494,2024.14.6,"May 10, 2024",New Lock Sounds,New Feature,3,302,E09,,"HW3,HW4",,2024-03-24,2024-05-01,2024-05-10,released,"HW3,HW4"
F0495,2024.14.6,"May 10, 2024",Zoom,New Feature,3,302,E09,,"HW3,HW4",,2024-03-18,2024-04-28,2024-05-10,released,"HW3,HW4"
F0496,2024.14.6,"May 10, 2024",Security Improvements,New Feature,3,302,E09,,"HW3,HW4",,2024-03-17,2024-04-28,2024-05-10,released,"HW3,HW4"
F0497,2024.14.6,"May 10, 2024",Driver Profile,Undocumented Change,3,302,E09,,"HW3,HW4",,2024-03-24,2024-04-30,2024-05-10,released,"HW3,HW4"
F0498,2024.14.6,"May 10, 2024",Entertainment Apps UI,Undocumented Change,3,302,E09,,"HW3,HW4",,2024-03-25,2024-04-26,2024-05-10,released,"HW3,HW4"
F0499,2024.14.6,"May 10, 2024",Cybertruck New Icon,Undocumented Change,3,302,E04,,"HW3,HW4",,2024-03-28,2024-05-03,2024-05-10,released,"HW3,HW4"
F0500,2024.14.6,"May 10, 2024",Tesla Theater UI,Undocumented Change,5,502,E10,,"HW3,HW4",,2024-03-16,2024-04-27,2024-05-10,released,"HW3,HW4"
F0501,2024.14.6,"May 10, 2024",FSD Version,Undocumented Change,1,104,E02,,"HW3,HW4",,2024-03-16,2024-04-28,2024-05-10,released,"HW3,HW4"
F0502,2024.14.6,"May 10, 2024",Navigation Path,Undocumented Change,4,403,E05,,"HW3,HW4",,2024-03-26,2024-05-01,2024-05-10,released,"HW3,HW4"
F0503,2024.14.6,"May 10, 2024",Vehicle Visualization,Undocumented Change,3,302,E04,,"HW3,HW4",,2024-03-22,2024-04-29,2024-05-10,released,"HW3,HW4"
F0504,2024.14.6,"May 10, 2024",Nav App,Undocumented Change,3,302,E09,,"HW3,HW4",,2024-03-28,2024-04-27,2024-05-10,released,"HW3,HW4"
F0505,2024.14.6,"May 10, 2024",Climate Icon,Undocumented Change,3,303,E09,,"HW3,HW4",,2024-03-26,2024-04-30,2024-05-10,released,"HW3,HW4"
F0506,2024.14.6,"May 10, 2024",Explicit Content Filter for Apple Music,Undocumented Change,5,501,E10,,"HW3,HW4",,2024-03-29,2024-05-03,2024-05-10,released,"HW3,HW4"
F0507,2024.14.6,"May 10, 2024",Pedals & Steering Menu Updated,Undocumented Change,3,302,E09,,"HW3,HW4",,2024-03-20,2024-04-26,2024-05-10,released,"HW3,HW4"
F0508,2024.14.6,"May 10, 2024",Quick Controls Updated,Undocumented Change,3,302,E09,,"HW3,HW4",,2024-03-16,2024-05-02,2024-05-10,released,"HW3,HW4"
F0509,2024.14.6,"May 10, 2024",Search Menus,Undocumented Change,4,403,E05,,"HW3,HW4",,2024-03-15,2024-04-29,2024-05-10,released,"HW3,HW4"
F0510,2024.14.6,"May 10, 2024",Sentry Mode Video,Undocumented Change,2,201,E03,,"HW3,HW4",,2024-03-24,2024-05-03,2024-05-10,released,"HW3,HW4"
F0511,2024.14.6,"May 10, 2024",New Media Player,Undocumented Change,5,501,E10,,"HW3,HW4",,2024-03-20,2024-04-30,2024-05-10,released,"HW3,HW4"
F0512,2024.14.6,"May 10, 2024",Status Bar Icons,Undocumented Change,3,303,E09,,"HW3,HW4",,2024-03-28,2024-04-27,2024-05-10,released,"HW3,HW4"
F0513,2024.14.6,"May 10, 2024",New Auto Shift User Interface,Undocumented Change,3,302,E09,,"HW3,HW4",,2024-03-17,2024-04-29,2024-05-10,released,"HW3,HW4"
F0514,2024.14.6,"May 10, 2024",Charging Display,Undocumented Change,3,302,E04,,"HW3,HW4",,2024-03-27,2024-05-02,2024-05-10,released,"HW3,HW4"
F0515,2024.14.6,"May 10, 2024",Pause Trunk Opening,Undocumented Change,3,302,E09,,"HW3,HW4",,2024-03-17,2024-04-28,2024-05-10,released,"HW3,HW4"
F0516,2024.14.6,"May 10, 2024",Larger Speedometer,Undocumented Change,3,303,E09,,"HW3,HW4",,2024-03-17,2024-05-01,2024-05-10,released,"HW3,HW4"
F0517,2024.14.6,"May 10, 2024",Power Meter,Undocumented Change,3,302,E09,,"HW3,HW4",,2024-03-21,2024-05-03,2024-05-10,released,"HW3,HW4"
F0518,2024.14.6,"May 10, 2024",Improved Autopilot Visualizations,Undocumented Change,1,102,E01,,"HW3,HW4",,2024-03-27,2024-04-28,2024-05-10,released,"HW3,HW4"
F0519,2024.2,"January 18, 2024",Adaptive High Beams,New Feature,7,701,E08,,"HW3,HW4",,2023-12-05,2024-01-09,2024-01-18,released,"HW3,HW4"
F0520,2024.2,"January 18, 2024",Security Improvements,New Feature,3,302,E09,,"HW3,HW4",,2023-12-05,2024-01-05,2024-01-18,released,"HW3,HW4"
F0521,2024.2,"January 18, 2024",Supercharging Tips,Undocumented Change,4,401,E05,,"HW3,HW4",,2023-11-28,2024-01-06,2024-01-18,released,"HW3,HW4"
F0522,2024.2,"January 18, 2024",PIN to Drive,Undocumented Change,2,201,E07,,"HW3,HW4",,2023-11-26,2024-01-07,2024-01-18,released,"HW3,HW4"
F0523,2024.2.11,"March 21, 2024",Improved Driving Visualization,New Feature,3,302,E04,,"HW3,HW4",,2024-02-03,2024-03-09,2024-03-21,released,"HW3,HW4"
F0524,2024.2.11,"March 21, 2024",Autopark,New Feature,1,103,E02,,"HW3,HW4",,2024-01-30,2024-03-10,2024-03-21,released,"HW3,HW4"
F0525,2024.2.11,"March 21, 2024",Time Until Charging Starts,New Feature,4,402,E05,,"HW3,HW4",,2024-01-30,2024-03-07,2024-03-21,released,"HW3,HW4"
F0526,2024.2.11,"March 21, 2024",Estimated Battery Range Update,New Feature,3,302,E04,,"HW3,HW4",,2024-01-28,2024-03-14,2024-03-21,released,"HW3,HW4"
F0527,2024.2.11,"March 21, 2024",Supercharging in Cold Weather,New Feature,4,401,E05,,"HW3,HW4",,2024-02-06,2024-03-08,2024-03-21,released,"HW3,HW4"
F0528,2024.2.11,"March 21, 2024",Ultra-Wideband Phone Key,New Feature,6,602,E06,,"HW3,HW4",,2024-02-08,2024-03-13,2024-03-21,released,"HW3,HW4"
F0529,2024.2.11,"March 21, 2024",Reminder to Plug In at Home,New Feature,4,402,E05,,"HW3,HW4",,2024-02-01,2024-03-09,2024-03-21,released,"HW3,HW4"
F0530,2024.2.11,"March 21, 2024",Improved Ride and Handling,New Feature,1,102,E01,,"HW3,HW4",,2024-02-02,2024-03-11,2024-03-21,released,"HW3,HW4"
F0531,2024.2.11,"March 21, 2024",Over-the-Air Recall: Telltale Text Size,New Feature,2,203,E03,,"HW3,HW4",,2024-01-26,2024-03-14,2024-03-21,released,"HW3,HW4"
F0532,2024.2.11,"March 21, 2024",Adaptive High Beams,New Feature,7,701,E08,,"HW3,HW4",,2024-01-31,2024-03-09,2024-03-21,released,"HW3,HW4"
F0533,2024.2.11,"March 21, 2024",More Efficient Charging,New Feature,4,402,E05,,"HW3,HW4",,2024-02-03,2024-03-12,2024-03-21,released,"HW3,HW4"
F0534,2024.2.11,"March 21, 2024",Security Improvements,New Feature,3,302,E09,,"HW3,HW4",,2024-01-31,2024-03-09,2024-03-21,released,"HW3,HW4"
F0535,2024.2.11,"March 21, 2024",Unlock Buttons,Undocumented Change,3,302,E09,,"HW3,HW4",,2024-02-05,2024-03-11,2024-03-21,released,"HW3,HW4"
F0536,2024.2.11,"March 21, 2024",Trips Menu Redesign,Undocumented Change,3,302,E09,,"HW3,HW4",,2024-02-05,2024-03-10,2024-03-21,released,"HW3,HW4"
F0537,2024.2.11,"March 21, 2024",Supercharging Tips,Undocumented Change,4,401,E05,,"HW3,HW4",,2024-01-28,2024-03-07,2024-03-21,released,"HW3,HW4"
F0538,2024.2.11,"March 21, 2024",PIN to Drive,Undocumented Change,2,201,E07,,"HW3,HW4",,2024-02-03,2024-03-10,2024-03-21,released,"HW3,HW4"
F0539,2024.2.11,"March 21, 2024",All Apps Menu,Undocumented Change,3,302,E09,,"HW3,HW4",,2024-01-30,2024-03-08,2024-03-21,released,"HW3,HW4"
F0540,2024.2.11,"March 21, 2024",Additional Vehicle Info,Undocumented Change,3,302,E09,,"HW3,HW4",,2024-01-27,2024-03-12,2024-03-21,released,"HW3,HW4"
F0541,2024.2.11,"March 21, 2024",Software Version in App,Undocumented Change,3,302,E09,,"HW3,HW4",,2024-02-04,2024-03-13,2024-03-21,released,"HW3,HW4"
F0542,2024.2.2.1,"January 31, 2024",Over-the-Air Recall: Telltale Text Size,New Feature,2,203,E03,,"HW3,HW4",,2023-12-10,2024-01-20,2024-01-31,released,"HW3,HW4"
F0543,2024.2.2.1,"January 31, 2024",Adaptive High Beams,New Feature,7,701,E08,,"HW3,HW4",,2023-12-17,2024-01-20,2024-01-31,released,"HW3,HW4"
F0544,2024.2.2.1,"January 31, 2024",More Efficient Charging,New Feature,4,402,E05,,"HW3,HW4",,2023-12-18,2024-01-23,2024-01-31,released,"HW3,HW4"
F0545,2024.2.2.1,"January 31, 2024",Security Improvements,New Feature,3,302,E09,,"HW3,HW4",,2023-12-17,2024-01-24,2024-01-31,released,"HW3,HW4"
F0546,2024.2.2.1,"January 31, 2024",Unlock Buttons,Undocumented Change,3,302,E09,,"HW3,HW4",,2023-12-10,2024-01-21,2024-01-31,released,"HW3,HW4"
F0547,2024.2.2.1,"January 31, 2024",Trips Menu Redesign,Undocumented Change,3,302,E09,,"HW3,HW4",,2023-12-14,2024-01-19,2024-01-31,released,"HW3,HW4"
F0548,2024.2.2.1,"January 31, 2024",Supercharging Tips,Undocumented Change,4,401,E05,,"HW3,HW4",,2023-12-10,2024-01-22,2024-01-31,released,"HW3,HW4"
F0549,2024.2.2.1,"January 31, 2024",PIN to Drive,Undocumented Change,2,201,E07,,"HW3,HW4",,2023-12-14,2024-01-17,2024-01-31,released,"HW3,HW4"
F0550,2024.2.2.1,"January 31, 2024",All Apps Menu,Undocumented Change,3,302,E09,,"HW3,HW4",,2023-12-08,2024-01-20,2024-01-31,released,"HW3,HW4"
F0551,2024.2.2.1,"January 31, 2024",Additional Vehicle Info,Undocumented Change,3,302,E09,,"HW3,HW4",,2023-12-10,2024-01-24,2024-01-31,released,"HW3,HW4"
F0552,2024.2.2.1,"January 31, 2024",Software Version in App,Undocumented Change,3,302,E09,,"HW3,HW4",,2023-12-12,2024-01-24,2024-01-31,released,"HW3,HW4"
F0553,2024.2.3,"February 6, 2024",Ultra-Wideband Phone Key,New Feature,6,602,E06,,"HW3,HW4",,2023-12-12,2024-01-28,2024-02-06,released,"HW3,HW4"
F0554,2024.2.3,"February 6, 2024",Reminder to Plug In at Home,New Feature,4,402,E05,,"HW3,HW4",,2023-12-14,2024-01-23,2024-02-06,released,"HW3,HW4"
F0555,2024.2.3,"February 6, 2024",Improved Ride and Handling,New Feature,1,102,E02,,"HW3,HW4",,2023-12-12,2024-01-30,2024-02-06,released,"HW3,HW4"
F0556,2024.2.3,"February 6, 2024",Over-the-Air Recall: Telltale Text Size,New Feature,2,203,E03,,"HW3,HW4",,2023-12-17,2024-01-29,2024-02-06,released,"HW3,HW4"
F0557,2024.2.3,"February 6, 2024",Adaptive High Beams,New Feature,7,701,E08,,"HW3,HW4",,2023-12-19,2024-01-23,2024-02-06,released,"HW3,HW4"
F0558,2024.2.3,"February 6, 2024",More Efficient Charging,New Feature,4,402,E05,,"HW3,HW4",,2023-12-22,2024-01-27,2024-02-06,released,"HW3,HW4"
F0559,2024.2.3,"February 6, 2024",Security Improvements,New Feature,3,302,E09,,"HW3,HW4",,2023-12-24,2024-01-23,2024-02-06,released,"HW3,HW4"
F0560,2024.2.3,"February 6, 2024",Unlock Buttons,Undocumented Change,3,302,E09,,"HW3,HW4",,2023-12-26,2024-01-25,2024-02-06,released,"HW3,HW4"
F0561,2024.2.3,"February 6, 2024",Trips Menu Redesign,Undocumented Change,3,302,E09,,"HW3,HW4",,2023-12-24,2024-01-24,2024-02-06,released,"HW3,HW4"
F0562,2024.2.3,"February 6, 2024",Supercharging Tips,Undocumented Change,4,401,E05,,"HW3,HW4",,2023-12-25,2024-01-24,2024-02-06,released,"HW3,HW4"
F0563,2024.2.3,"February 6, 2024",PIN to Drive,Undocumented Change,2,201,E07,,"HW3,HW4",,2023-12-24,2024-01-23,2024-02-06,released,"HW3,HW4"
F0564,2024.2.3,"February 6, 2024",All Apps Menu,Undocumented Change,3,302,E09,,"HW3,HW4",,2023-12-26,2024-01-26,2024-02-06,released,"HW3,HW4"
F0565,2024.2.3,"February 6, 2024",Additional Vehicle Info,Undocumented Change,3,302,E09,,"HW3,HW4",,2023-12-19,2024-01-26,2024-02-06,released,"HW3,HW4"
F0566,2024.2.3,"February 6, 2024",Software Version in App,Undocumented Change,3,302,E09,,"HW3,HW4",,2023-12-17,2024-01-30,2024-02-06,released,"HW3,HW4"
F0567,2024.2.6,"February 10, 2024",Time Until Charging Starts,New Feature,4,402,E05,,"HW3,HW4",,2023-12-19,2024-01-31,2024-02-10,released,"HW3,HW4"
F0568,2024.2.6,"February 10, 2024",Estimated Battery Range Update,New Feature,3,302,E04,,"HW3,HW4",,2023-12-23,2024-01-30,2024-02-10,released,"HW3,HW4"
F0569,2024.2.6,"February 10, 2024",Supercharging in Cold Weather,New Feature,4,401,E05,,"HW3,HW4",,2023-12-20,2024-01-30,2024-02-10,released,"HW3,HW4"
F0570,2024.2.6,"February 10, 2024",Ultra-Wideband Phone Key,New Feature,6,602,E06,,"HW3,HW4",,2023-12-25,2024-01-31,2024-02-10,released,"HW3,HW4"
F0571,2024.2.6,"February 10, 2024",Reminder to Plug In at Home,New Feature,4,402,E05,,"HW3,HW4",,2023-12-23,2024-02-01,2024-02-10,released,"HW3,HW4"
F0572,2024.2.6,"February 10, 2024",Improved Ride and Handling,New Feature,1,102,E01,,"HW3,HW4",,2023-12-24,2024-01-27,2024-02-10,released,"HW3,HW4"
